JUSTIFICACION ;PRODUCTO RELACIONADO;DESCRIPCION
Somos MOLINO SAN ISIDRO DEL HUILA LTDA, una empresa del sector manufacturero dedicada a la compra, transformación, empaque y distribución de arroz y sus derivados de excelente calidad, desarrollamos nuestras actividades en el municipio de Campoalegre (Huila) ,a un kilómetro costado derecho sobre la vía nacional que conduce al sur del departamento del Huila. Dentro de nuestro portafolio se puede encontrar arroz excelso, harina de arroz, arroz cristal, arroz popular, entre otros. Certificamos que durante el año 2022 realizamos un promedio de compras totales anuales por la suma de $19.580.279.631, de las cuales el 100 %, son compras de arroz al sector agropecuario nacional.;111150;Arroz con riego
Somos NUTRITRANS S.A.S., nuestra empresa fue constituida el 25 de abril de 2013 y esta dedicada al transporte de carga por carretera de productos del sector primario como granos (arroz, café, maíz, entre otros) y fertilizantes. contamos nuestro domicilio principal en el municipio de Palermo (Huila). Certificamos que durante el año 2022 realizamos un promedio de ventas totales anuales por la suma de $13.974.101.737, de las cuales el 90%, es decir el valor de $12.576.691.563 son ventas al sector agropecuario nacional de transporte de carga por carretera de productos del sector primario como granos: arroz, café, maíz, entre otros, y fertilizantes.;141100;Café
Somos S A R INGENIERIA LTDA una empresa que desde el año 2004 tiene por actividad principal la consultoría en temas de ingeniería, con servicios como modelamiento digital, cartografía y topografía utilizando drones fotogrametricos, escaneos terrestres, entre otros. Certificamos que del total de nuestras ventas del año 2022 por valor de $2.474.000.000 el 2,8% es decir, $68.820.000 son ventas al sector agropecuario nacional sin embargo para 2023, se ejecutarán proyectos productivos asociados al sector agropecuario a surtir en dos etapas: I) Generación de ortomosaicos para validar plan operativo de cultivo de hortalizas y frutas en el municipio de la Calera y Santandercito, ubicados en el departamento de Cundinamarca- Colombia. 2) Alquiler maquinaria para disponer un área de 5 hectáreas de terreno destinada a siembra. El costo asociado de dicho proyecto se estima en $285.621.000.;144050;Otros Cultivos
Somos AJOS COLOMBIANOS S.A.S., compañía dedicada a la compra y venta de ajos, semillas de ajo, frutas, verduras y hortalizas. Adicionalmente, realizamos la siembra y sostenimiento en cultivo de ajo, frutas, hortalizas y verduras. Desde 1978 trabajamos como una empresa familiar en la siembra y la comercialización de ajos. Nuestra producción de ajos se desarrolla en tierras fértiles de la sabana cundiboyacense. Hacemos el seguimiento desde la siembra hasta el momento de la cosecha. Seleccionamos los mejores ajos, y velamos por los buenos procesos para garantizar que nuestros ajos sean frescos, saludables y 100% colombianos. Certificamos que el 100% de nuestras compras para el periodo de 2022 fueron al Sector Agropecuario Nacional. ;121060;Ajo
En POLLO FIESTA S.A. somos una empresa avícola con más de 46 años de constitución, cuyo objeto social es la explotación económica de la industria avícola en sus distintas ramas de producción, transformación, distribución y demás actividades complementarias, realizando procesos de cría, beneficio, procesamiento y distribución de pollo en todas sus formas. Dentro de nuestro portafolio de productos tenemos para nuestros clientes pollo en canal, completo, despresado, deshuesado o fileteados, Contamos con una producción y beneficio total de 500.000 pollos por mes en las plantas, logrando así una amplia cobertura a nivel nacional. Con base en la información anterior estamos 100% relacionados con el sector agropecuario nacional.;234050;Avicultura engorde
En PREMEX S.A.S. somos una empresa prestadora de servicios de nutrición animal, donde se desarrollan esquemas nutricionales dependiendo las necesidades de los productores, con el fin de mejorar la eficiencia de los procesos productivos del sector agropecuario, dentro del portafolio de servicios de la compañía maneja productos dirigidos a diferentes cadenas productivas como lo son la avícola, acuícola, ganadera, porcícola, y animales de compañía. Certificamos que del total de las ventas en el año 2021 por valor de $303.505.732.745, el 83,22%, es decir el valor de $252.584.767.378 son ventas al sector agropecuario nacional.;253400;Ganadería Cría y Doble Propósito
En IMPORTADORA Y COMERCIALIZADORA DE ALIMENTOS R & B S.A.S. - R & BRAVO S.A.S. tenemos por objeto social la comercialización de productos cárnicos, pescados, productos de mar, aves de corral, entre otros. Certificamos que del total de nuestras compras de enero a septiembre de 2022 por valor de $14.000.000.000, el 10%, es decir $1.400.000.000 son compras al sector agropecuario nacional.;234050;Avicultura engorde
"Somos NEUMATICA Y CONTROLES S.A.S., compañía dedicada a la venta de productos relacionados al tratamiento de aire como válvulas, cilindros, productos de uso general para control como termostatos, vibradores neumáticos y electrónicos; entre otros; además prestamos servicios de acompañamiento en selección de productos, asesoría técnica, gestión de proyectos y mantenimiento de repuestos para maquinas industriales. Certificamos que durante el 2022 realizamos un promedio de ventas totales anuales por la suma de $ 4.637.612.000, de las cuales el 36%, es decir el valor de $ 1.669.540.320 son ventas al Sector Agropecuario Nacional, principalmente a productores de caña de azúcar y avícolas.";141090;Caña de Azúcar
Somos TUVALREP S.A.S, nuestra empresa esta especializada en la importación y venta de productos para la conducción de fluidos, tales como tuberías, válvulas, accesorios y ferretería en general, de igual manera ofrecemos elementos utilizados para la construcción, manufactura, mantenimiento e infraestructura industrial. Las categorías de nuestros productos se dividen en: red contra incendio, cobre, construcción, acueducto, gas, vapor, línea petroquímica y de alimentos, refrigeración y aire, tuberías, válvulas, línea complementaria, PVC y CPVC SCH calibre 40 y 80, y red incendio C-900. certificamos que durante enero y diciembre de 2022, realizamos un promedio de ventas totales anuales por la suma de $65.740.340.604 de las cuales el 4% es decir el valor de $2.629.613.624 son ventas del sector agropecuario nacional.;151250;Palma aceitera
Somos COMERCIAL QUIMICA S.A.S. nuestra empresa está dedicada a la distribución al por mayor de materias primas de uso agropecuario y farmacéutico agropecuario, tales como antipirina, fenbendazol, ciprofloxacina, albemdazol, entre otros, nuestra empresa se ha logrado consolidar en el mercado veterinario, farmacéutico y agrícola, como uno de los proveedores de primera opción, gracias al compromiso, servicio, cumplimiento. Certificamos que durante el año 2021 realizamos un promedio de ventas totales anuales por la suma de $39.407.337.347, de las cuales el 81%, es decir el valor de $ 31.919.943.251 fueron ventas al sector agropecuario nacional.;144050;Otros Cultivos
Somos DON POLLO S.A.S. nos dedicamos a la cría y levante de aves de corral en galpones propios y arrendados, para su posterior sacrificio, procesamiento y venta a terceros, producción de huevos fértiles y de mesa, prestación de servicios de incubación, ya sea como actividad propia o venta, producción de pollitos de un (1) día de nacidos y la  distribución de todos nuestro productos, producción y fabricación de alimentos balanceados para el sector pecuario en general, para nuestro propio consumo o venta, prestación de servicio de maquila en la planta de proceso, de incubación o de balanceados e importación, compra o venta de cualquier insumo necesario para el proceso productivo del sector agropecuario. La granja principal se encuentra ubicada en Montenegro, Quindío. Nuestros productos cuentan con altos estándares de calidad e inocuidad durante los eslabones de la cadena productiva. Contamos con 26 tiendas y 7 centros de distribución a nivel nacional en los departamentos de Antioquia, Cundinamarca, Huila, Tolima, Valle del Cauca y la zona del Eje Cafetero.;234050;Avicultura engorde
"Somos INDUSTRIA COLOMBIANA DE FLEXIBLES INCOLFLEX S.A.S., una compañía que desde el año 2001 tiene por actividad el comercio al por menor y al por mayor de maquinaria Agrícola. Desarrollamos nuestras actividades en la Ciudad de Bogotá, D.C. con una zona de influencia en Fusagasugá, Cundinamarca, al igual que en Granada, Meta para servicios técnicos del campo; así mismo, nos destacamos por brindar excelente servicio a nuestros clientes. Dentro de nuestro portafolio de productos contamos con: maquinaria agrícola como guadañas, fumigadoras y bombas de agua. Para el año 2022 nuestras ventas de maquinaria ascendieron a $19.987.000.000 al Sector Primario Nacional, que corresponden al 90%, del total de nuestras ventas por valor de $22.207.000.000.";144050;Otros Cultivos
Somos NATURAL FOOD S.A.S. nuestra compañía está dedicada a la elaboración y distribución de productos de panadería y lácteos, así como expendio de comidas preparadas en cafeterías. Contamos con más de 22 años de experiencia y desarrollamos nuestra actividad en la ciudad de Bogotá D.C. (Cundinamarca). Certificamos que durante el año 2022 tuvimos un promedio de compras totales anuales por la suma de $ 9.302.744.000, de las cuales el 72,49% es decir el valor de $ 6.743.758.000 son compras al sector agropecuario nacional de leche líquida y en polvo, huevos, almidón, queso, cuajada, yuca rayada, entre otros.;253100;Ganadería Leche
En ORF S.A. con más de 86 años, fundada en la ciudad de Campoalegre - Huila, tenemos como objeto social la explotación de la actividad agropecuaria en todas sus modalidades especialmente en lo relativo al cultivo compra procesamiento y venta de productos alimenticios como lo es el arroz (trilla, secado y empacado), desarrollamos nuestras actividades a través de diferentes molinos para la elaboración de productos como arroz blanco marca Roa, Flor Huila, Doña Pepa, con productos dentro de nuestro portafolio como arroz blanco, arroz integral, arroz parabolizado, arroz con sabor y arroz con leche, por lo cual realizamos compras anuales de arroz paddy a productores nacionales. Así mismo, somos una empresa que realiza labores de servicio de apoyo, contando con una doble aplicabilidad a las líneas de Finagro, puesto que ofrecemos a los productores de sus zonas de influencia el subproducto de cascarilla de arroz, asistencia técnica, al igual que contamos con una división de insumos agropecuarios, tales como agroquímicos, semillas y fertilizantes.;111150;Arroz con riego
Somos COMERCIALIZADORA AEROMAQUINADOS S.A.S., llevamos más de 17 años en el mercado brindando ventas de maquinaria Industrial y equipos con tecnología de punta para sectores agropecuarios como el cañicultor, palmicultor y la industria de alimentos. Tenemos presencia ciudades como Medellín y Bogotá, y en regiones como el Eje Cafetero y el Caribe. Certificamos que el durante 2022 realizamos un total de ventas por valor de $27.309.853.698, de las cuales el 2,71% es decir el valor de $740.097.035 son ventas al sector agropecuario nacional de productos como taladros, rectificadoras, cortadoras, prensas hidráulicas, compresores, sierras, entre otros productos. Con base en la información anterior demostramos nuestra relación con el sector agropecuario nacional como Servicio de Apoyo.;141090;Caña de Azúcar
